 ,Label,Area,%Area,MinThr,MaxThr
1,1B_CASP_2.jpg:3667-2381,5.155,99.967,0,157
2,1B_CASP_2.jpg:4177-2630,5.208,99.993,0,157
3,1B_CASP_2.jpg:4499-2528,4.292,99.896,0,157
